ORIGIN,ORIGIN_CITY_NAME,DEST,MONTH
BAI,"Buenos Aires, Costa Rica",HYG,1
BAI,"Buenos Aires, Costa Rica",WFB,1
CLB,"Castlebar, Ireland",KPB,1
CLB,"Castlebar, Ireland",PPV,1
DIV,"Divo, Cote d'Ivoire",WFB,1
DOF,"Dora Bay, AK",BAI,1
DOF,"Dora Bay, AK",DIV,1
HYG,"Hydaburg, AK",BAI,1
KNP,"Capanda, Angola",AKP,1
WFB,"Ketchikan, AK",BAI,1
WFB,"Ketchikan, AK",CLB,1
BAI,"Buenos Aires, Costa Rica",HYG,2
WFB,"Ketchikan, AK",BAI,2
WFB,"Ketchikan, AK",DIV,2
BAI,"Buenos Aires, Costa Rica",DOF,3
BAI,"Buenos Aires, Costa Rica",WFB,3
DIV,"Divo, Cote d'Ivoire",WFB,3
DOF,"Dora Bay, AK",BAI,3
KTB,"Thorne Bay, AK",BAI,3
HYG,"Hydaburg, AK",DIV,3
SWL,"Spanish Wells, The Bahamas",WFB,3
DIV,"Divo, Cote d'Ivoire",WFB,4
DOF,"Dora Bay, AK",DIV,4
CRR,"Ceres, Argentina",WFB,4
HOM,"Homer, AK",BLP,4
BAI,"Buenos Aires, Costa Rica",ANB,4
BLP,"Bellavista, Peru",HOM,4
KTL,"Kitale, Kenya",KTN,4
KTL,"Kitale, Kenya",WFB,4
KTN,"Ketchikan, AK",ZSL,4
LCC,"Lecce, Italy",HYG,4
WFB,"Ketchikan, AK",BAI,3
WFB,"Ketchikan, AK",DIV,3
WFB,"Ketchikan, AK",SWL,3
NBA,"Nambaiyufa, Papua New Guinea",WFB,4
ZSL,"Sligo, Ireland",WFB,4
ANC,"Anchorage, AK",DON,5
CRR,"Ceres, Argentina",WFB,5
DON,"Dos Lagunas, Guatemala",ANC,5
SWC,"Stawell, Australia",WFB,4
SWL,"Spanish Wells, The Bahamas",WFB,4
WFB,"Ketchikan, AK",BAI,4
WFB,"Ketchikan, AK",CRR,4
WFB,"Ketchikan, AK",KTL,4
WFB,"Ketchikan, AK",LCC,4
WFB,"Ketchikan, AK",NBA,4
WFB,"Ketchikan, AK",SWL,4
WFB,"Ketchikan, AK",ZSL,4
WGL,"Isle Baltra, Ecuador",JNU,4
KGC,"Kingscote, Australia",WFB,5
KTL,"Kitale, Kenya",WFB,5
SSL,"Santa Rosalia, Colombia",WFB,5
SWL,"Spanish Wells, The Bahamas",KTN,5
SWL,"Spanish Wells, The Bahamas",WFB,5
WFB,"Ketchikan, AK",KGC,5
WFB,"Ketchikan, AK",KTL,5
WFB,"Ketchikan, AK",NBA,5
WFB,"Ketchikan, AK",SSL,5
WFB,"Ketchikan, AK",SWL,5
WFB,"Ketchikan, AK",ZSL,5
NBA,"Nambaiyufa, Papua New Guinea",KTB,5
NBA,"Nambaiyufa, Papua New Guinea",WFB,5
CHE,"Caherciveen, Ireland",ILI,6
HBL,"Babelegi, South Africa",WFB,6
MZK,"Marakei, Kiribati",WFB,6
NNL,"Nondalton, AK",CHE,6
ORZ,"Orange Walk, Belize",OTZ,6
OTZ,"Kotzebue, AK",APE,6
SSL,"Santa Rosalia, Colombia",DQU,6
SSL,"Santa Rosalia, Colombia",WFB,6
SWL,"Spanish Wells, The Bahamas",WFB,6
ILI,"Iliamna, AK",CHE,6
WFB,"Ketchikan, AK",HBL,6
WFB,"Ketchikan, AK",MZK,6
WFB,"Ketchikan, AK",SSL,6
WFB,"Ketchikan, AK",SWL,6
CJS,"Ciudad Juarez, Mexico",ELP,11
ELP,"El Paso, TX",CJS,11
CJS,"Ciudad Juarez, Mexico",ELP,1
ELP,"El Paso, TX",CJS,1
CJS,"Ciudad Juarez, Mexico",ELP,2
ELP,"El Paso, TX",CJS,2
CJS,"Ciudad Juarez, Mexico",ELP,3
ELP,"El Paso, TX",CJS,3
CJS,"Ciudad Juarez, Mexico",ELP,4
CJS,"Ciudad Juarez, Mexico",ELP,5
CJS,"Ciudad Juarez, Mexico",ELP,6
ELP,"El Paso, TX",CJS,6
ELP,"El Paso, TX",CJS,7
CJS,"Ciudad Juarez, Mexico",ELP,7
ELP,"El Paso, TX",CJS,8
