ORIGIN,ORIGIN_CITY_NAME,DEST,MONTH
ELP,"El Paso, TX",CJS,2
CJS,"Ciudad Juarez, Mexico",ELP,8
ELP,"El Paso, TX",CJS,1
CJS,"Ciudad Juarez, Mexico",ELP,7
CJS,"Ciudad Juarez, Mexico",ELP,3
CJS,"Ciudad Juarez, Mexico",ELP,10
CJS,"Ciudad Juarez, Mexico",ELP,11
CJS,"Ciudad Juarez, Mexico",ELP,12
CJS,"Ciudad Juarez, Mexico",ELP,1
ELP,"El Paso, TX",CJS,12
ELP,"El Paso, TX",CJS,11
CJS,"Ciudad Juarez, Mexico",ELP,2
YYJ,"Victoria, Canada",RCE,11
YYJ,"Victoria, Canada",RCE,4
YWH,"Victoria, Canada",RCE,8
YWH,"Victoria, Canada",RCE,9
FRD,"Friday Harbor, WA",YWH,2
FRD,"Friday Harbor, WA",YWH,7
YWH,"Victoria, Canada",FRD,7
FRD,"Friday Harbor, WA",YWH,3
FRD,"Friday Harbor, WA",YWH,4
YWH,"Victoria, Canada",FRD,8
YWH,"Victoria, Canada",FRD,2
FRD,"Friday Harbor, WA",YWH,5
FRD,"Friday Harbor, WA",YWH,6
FRD,"Friday Harbor, WA",YWH,9
FRD,"Friday Harbor, WA",YYJ,2
YQG,"Windsor, Canada",DTW,6
YYJ,"Victoria, Canada",FRD,4
FRD,"Friday Harbor, WA",YYJ,4
YYJ,"Victoria, Canada",FRD,2
YYJ,"Victoria, Canada",FRD,6
YWH,"Victoria, Canada",LPS,7
LPS,"Lopez Island, WA",YYJ,9
YYJ,"Victoria, Canada",WSX,7
WSX,"Westsound, WA",YYJ,9
YYJ,"Victoria, Canada",WSX,9
WSX,"Westsound, WA",YWH,8
YQG,"Windsor, Canada",YIP,5
YQG,"Windsor, Canada",YIP,11
RSJ,"Rosario, WA",YWH,7
YQG,"Windsor, Canada",YIP,4
STT,"Charlotte Amalie, VI",EIS,1
YQG,"Windsor, Canada",YIP,7
YIP,"Detroit, MI",YQG,6
YIP,"Detroit, MI",YQG,2
YQG,"Windsor, Canada",YIP,12
YQG,"Windsor, Canada",YIP,3
YIP,"Detroit, MI",YQG,1
STT,"Charlotte Amalie, VI",EIS,3
YWH,"Victoria, Canada",RSJ,9
YQG,"Windsor, Canada",YIP,10
YIP,"Detroit, MI",YQG,8
RSJ,"Rosario, WA",YWH,4
YIP,"Detroit, MI",YQG,4
YIP,"Detroit, MI",YQG,9
YIP,"Detroit, MI",YQG,7
YQG,"Windsor, Canada",YIP,1
STT,"Charlotte Amalie, VI",EIS,10
YQG,"Windsor, Canada",YIP,6
EIS,"Road Town, British Virgin Islands",STT,1
YIP,"Detroit, MI",YQG,3
STT,"Charlotte Amalie, VI",EIS,2
YQG,"Windsor, Canada",YIP,2
SPB,"Charlotte Amalie, VI",VIJ,5
SPB,"Charlotte Amalie, VI",VIJ,6
VIJ,"Virgin Gorda, British Virgin Islands",SPB,2
SPB,"Charlotte Amalie, VI",VIJ,3
VIJ,"Virgin Gorda, British Virgin Islands",SPB,4
SPB,"Charlotte Amalie, VI",VIJ,2
VIJ,"Virgin Gorda, British Virgin Islands",SPB,3
SPB,"Charlotte Amalie, VI",VIJ,7
VIJ,"Virgin Gorda, British Virgin Islands",SPB,5
VIJ,"Virgin Gorda, British Virgin Islands",SPB,1
VIJ,"Virgin Gorda, British Virgin Islands",SPB,7
SPB,"Charlotte Amalie, VI",VIJ,1
VIJ,"Virgin Gorda, British Virgin Islands",SPB,6
SPB,"Charlotte Amalie, VI",VIJ,4
YQG,"Windsor, Canada",PTK,10
YQG,"Windsor, Canada",PTK,5
YQG,"Windsor, Canada",PTK,7
YQG,"Windsor, Canada",PTK,6
YQG,"Windsor, Canada",PTK,9
PTK,"Pontiac, MI",YQG,7
PTK,"Pontiac, MI",YQG,6
YQG,"Windsor, Canada",PTK,1
YQG,"Windsor, Canada",PTK,3
FRD,"Friday Harbor, WA",YVR,8
YWH,"Victoria, Canada",BLI,6
SSB,"Christiansted, VI",VIJ,4
FRD,"Friday Harbor, WA",YCD,5
